item_name,service_line,service_type,service_line_slug,service_type_slug,popularity
ICN 2P32 N UNV,Electrical,Ballast,electrical,ballast,1
IDEAL 33 Orange In-Sure 3-Port Connectors (100-Pack),Electrical,Ballast,electrical,ballast,2
Jbox and fittings,Electrical,Ballast,electrical,ballast,1
Jesco Lighting -WT 8-Ft Single Circuit H Track - White,Electrical,Ballast,electrical,ballast,1
Jesco Lighting Classic Series Fluorescent Track fixture,Electrical,Ballast,electrical,ballast,1
Jesco SG5 4000k light fixture,Electrical,Ballast,electrical,ballast,1
Jesco sleek lights SG5-28-41,Electrical,Ballast,electrical,ballast,1
L A B O R,Electrical,Ballast,electrical,ballast,11
LED Flat panel,Electrical,Ballast,electrical,ballast,1
LED Parking Lot Area Light 1000-Watt Equivalent Integrated LED Pole Light Pole Light Fixture LED built in,Electrical,Ballast,electrical,ballast,2
LED Tubes,Electrical,Ballast,electrical,ballast,1
LED driver,Electrical,Ballast,electrical,ballast,8
LED light fixture,Electrical,Ballast,electrical,ballast,6
Labr for 2nd visit,Electrical,Ballast,electrical,ballast,1
Lamp holder,Electrical,Ballast,electrical,ballast,3
Lamp holders,Electrical,Ballast,electrical,ballast,3
Led drivers 24v,Electrical,Ballast,electrical,ballast,1
Led fixtures,Electrical,Ballast,electrical,ballast,2
Ledbalist,Electrical,Ballast,electrical,ballast,1
Lift,Electrical,Ballast,electrical,ballast,34
Light ballast,Electrical,Ballast,electrical,ballast,2
"Light bulb, ballast, materials",Electrical,Ballast,electrical,ballast,1
Light bulbs,Electrical,Ballast,electrical,ballast,5
Light fixtures,Electrical,Ballast,electrical,ballast,3
Lighting contactor,Electrical,Ballast,electrical,ballast,3
Lithonia Lighting 3324 2-Light White Fluorescent Flushmount Fixture,Electrical,Ballast,electrical,ballast,3
Live End Connectors,Electrical,Ballast,electrical,ballast,1
Low Profile 6.5 In. 600V White Lamp Socket for Bi-Pin Fluorescent Lamp,Electrical,Ballast,electrical,ballast,1
"Misc. - Wire nuts, screws,",Electrical,Ballast,electrical,ballast,1
Miscellaneous,Electrical,Ballast,electrical,ballast,4
Mounting brackets,Electrical,Ballast,electrical,ballast,17
New cable,Electrical,Ballast,electrical,ballast,1
Optotronic OT25W/PRG1250C/UNV/DIM/J,Electrical,Ballast,electrical,ballast,1
Paid incurred from JOB-241120-0820,Electrical,Ballast,electrical,ballast,1
Philips Advance 2-Lamp T8 Slimline 59W (F96T8) 120-Volt to 277-Volt Electronic Ballast,Electrical,Ballast,electrical,ballast,3
Philips Advance AmbiStar 120-Volt 3 to 4-Lamp T8 Instant Start Electronic Fluorescent Replacement Ballast,Electrical,Ballast,electrical,ballast,3
Philips Advance Centium 60-Watt 2-Lamp T12 High Frequency Electronic Replacement Ballast,Electrical,Ballast,electrical,ballast,2
Philips Advance Fluorescent Electronic Replacement Ballast,Electrical,Ballast,electrical,ballast,4
Philips Advance ICN-2S86-SC l T8 ballast,Electrical,Ballast,electrical,ballast,1
Philips Advance Optanium 1 or 2-Lamp T8 4 ft. Instant Start Electronic Fluorescent Replacement Ballast,Electrical,Ballast,electrical,ballast,2
Philips Advance Optanium 120/277-Volt 4-Lamp T8 Instant Start Electronic Fluorescent Replacement Ballast,Electrical,Ballast,electrical,ballast,3
Philips Advance Optanium 25/30-Watt 2 or 3-Lamp T8 4 ft. Instant Start Electronic Fluorescent Replacement Ballast,Electrical,Ballast,electrical,ballast,2
Power contactor,Electrical,Ballast,electrical,ballast,1
Power contactors,Electrical,Ballast,electrical,ballast,1
Push button,Electrical,Ballast,electrical,ballast,2
Push in connectors,Electrical,Ballast,electrical,ballast,2
QD2040,Electrical,Ballast,electrical,ballast,1
Quoted job,Electrical,Ballast,electrical,ballast,10
REDBOX,Electrical,Ballast,electrical,ballast,5
Regular,Electrical,Ballast,electrical,ballast,18
Regular Ballast,Electrical,Ballast,electrical,ballast,2
Romex SIMpull Solid Indoor CU NM-B W/G Individual pack,Electrical,Ballast,electrical,ballast,5
S/O SLENDER LIGHT BAR AND CORD,Electrical,Ballast,electrical,ballast,1
"Sunlite 1000-Watt BT56 Metal Halide High Intensity Discharge E39 Mogul Base 110,000 Lumen Clear HID Light Bulb (1-Bulb)",Electrical,Ballast,electrical,ballast,1
"Super 88 Vinyl Electrical Tape, Black",Electrical,Ballast,electrical,ballast,1
T5 fixlures,Electrical,Ballast,electrical,ballast,1
T8 Ballast,Electrical,Ballast,electrical,ballast,4
T8 Ballast 2 Lamp,Electrical,Ballast,electrical,ballast,1
T8 Sockets,Electrical,Ballast,electrical,ballast,2
T8 ballast 277 volt,Electrical,Ballast,electrical,ballast,1
T8 ballast 4 lamps,Electrical,Ballast,electrical,ballast,1
THHQB1120GFT - GE - 22kA Circuit Breaker,Electrical,Ballast,electrical,ballast,1
Tombstones,Electrical,Ballast,electrical,ballast,2
Total,Electrical,Ballast,electrical,ballast,36
Track Lighting Accessory and Rail Kit,Electrical,Ballast,electrical,ballast,1
Track Starter,Electrical,Ballast,electrical,ballast,1
Transformer,Electrical,Ballast,electrical,ballast,9
Troubleshooting,Electrical,Ballast,electrical,ballast,5
UC9020 Four-Speed Slide Fan Control,Electrical,Ballast,electrical,ballast,1
Ubend lamps,Electrical,Ballast,electrical,ballast,1
Unbranded 50 ft. 12 Gauge White Stranded Copper THHN Wire,Electrical,Ballast,electrical,ballast,5
WIRE NUTS,Electrical,Ballast,electrical,ballast,18
Whole case of new like for like fixtures and components,Electrical,Ballast,electrical,ballast,1
Wing-Nuts & Wire Connectors,Electrical,Ballast,electrical,ballast,4
Wire / Connectors (For rewire Spot lights/Ballsat),Electrical,Ballast,electrical,ballast,1
Wire 18 awg solid,Electrical,Ballast,electrical,ballast,1
Wire/Connectors/Tape,Electrical,Ballast,electrical,ballast,1
Wirenuts,Electrical,Ballast,electrical,ballast,4
Wires and wire connectors,Electrical,Ballast,electrical,ballast,8
Wiring 12 awg Green,Electrical,Ballast,electrical,ballast,1
Wiring 12 awg Red,Electrical,Ballast,electrical,ballast,1
Wiring 12 awg White,Electrical,Ballast,electrical,ballast,1
Wiring 12 awg black,Electrical,Ballast,electrical,ballast,1
Wiring Diagnosis,Electrical,Ballast,electrical,ballast,1
Wiring Replacement,Electrical,Ballast,electrical,ballast,1
breaker,Electrical,Ballast,electrical,ballast,18
bug eye,Electrical,Ballast,electrical,ballast,2
c,Electrical,Ballast,electrical,ballast,2
commercial LED light,Electrical,Ballast,electrical,ballast,1
contactor,Electrical,Ballast,electrical,ballast,7
diposal off site,Electrical,Ballast,electrical,ballast,1
elecrical/ wirenuts/ tape,Electrical,Ballast,electrical,ballast,1
electrical supplies,Electrical,Ballast,electrical,ballast,4
electrical wirenuts/ tape,Electrical,Ballast,electrical,ballast,1
flat,Electrical,Ballast,electrical,ballast,42
glass light cover,Electrical,Ballast,electrical,ballast,1
incurred wire nuts,Electrical,Ballast,electrical,ballast,1
led exit signs,Electrical,Ballast,electrical,ballast,1
led exit signs 277v,Electrical,Ballast,electrical,ballast,1
lift ballasts contacts wire/track  light components,Electrical,Ballast,electrical,ballast,1
mc cable,Electrical,Ballast,electrical,ballast,8
metalve 8TS280 120*277v light,Electrical,Ballast,electrical,ballast,1
missing payment,Electrical,Ballast,electrical,ballast,3
parts,Electrical,Ballast,electrical,ballast,25
qhe2x32 unv 120-277,Electrical,Ballast,electrical,ballast,2
remainder for labr min,Electrical,Ballast,electrical,ballast,1
snap - tite 3/8 saddle grip,Electrical,Ballast,electrical,ballast,1
tech2 labadjust,Electrical,Ballast,electrical,ballast,1
techlab adjust,Electrical,Ballast,electrical,ballast,1
tombstone end cap,Electrical,Ballast,electrical,ballast,1
wire connector,Electrical,Ballast,electrical,ballast,6
wirenuts/tape/pades,Electrical,Ballast,electrical,ballast,1
20 amp,Electrical,Breaker Repair,electrical,breaker-repair,1
50’ scissor lift,Electrical,Breaker Repair,electrical,breaker-repair,1
Advanced Electrical Circuit Breaker Finder and Wire Tracer Kit (ET450),Electrical,Breaker Repair,electrical,breaker-repair,4
Arc suit,Electrical,Breaker Repair,electrical,breaker-repair,1
Breaker (3 Pole GE 50 Amp Breaker),Electrical,Breaker Repair,electrical,breaker-repair,1
Circuit Tracer (Owned),Electrical,Breaker Repair,electrical,breaker-repair,6
Circuit tracer,Electrical,Breaker Repair,electrical,breaker-repair,9
Circuit tracer meter,Electrical,Breaker Repair,electrical,breaker-repair,2
Electric wiring,Electrical,Breaker Repair,electrical,breaker-repair,1
Electrical Labr,Electrical,Breaker Repair,electrical,breaker-repair,1
Electrical meter,Electrical,Breaker Repair,electrical,breaker-repair,1
GCFI Replacement,Electrical,Breaker Repair,electrical,breaker-repair,1
Lighting,Electrical,Breaker Repair,electrical,breaker-repair,3
Scaffolding 25',Electrical,Breaker Repair,electrical,breaker-repair,1
Scissor Lift,Electrical,Breaker Repair,electrical,breaker-repair,24
Torchometro,Electrical,Breaker Repair,electrical,breaker-repair,1
Troubleshooting,Electrical,Breaker Repair,electrical,breaker-repair,5
cc matching,Electrical,Breaker Repair,electrical,breaker-repair,14
materials,Electrical,Breaker Repair,electrical,breaker-repair,43
t,Electrical,Breaker Repair,electrical,breaker-repair,3
tester,Electrical,Breaker Repair,electrical,breaker-repair,1
wire,Electrical,Breaker Repair,electrical,breaker-repair,28
#10 Wire Black Color,Electrical,Breaker Repair,electrical,breaker-repair,1
#10 Wire Green Color,Electrical,Breaker Repair,electrical,breaker-repair,1
#10 Wire White Color,Electrical,Breaker Repair,electrical,breaker-repair,1
#10 wire,Electrical,Breaker Repair,electrical,breaker-repair,1
#12 THHN,Electrical,Breaker Repair,electrical,breaker-repair,5
#12 THHN cable,Electrical,Breaker Repair,electrical,breaker-repair,1
"#6 THHN copper wire (3 conductors + ground, ~150 ft)",Electrical,Breaker Repair,electrical,breaker-repair,1
(By-the-Foot) 3AWG Brown Stranded CU SIMpull THHN Wire,Electrical,Breaker Repair,electrical,breaker-repair,1
(By-the-Foot) 3AWG Orange Stranded CU SIMpull THHN Wire,Electrical,Breaker Repair,electrical,breaker-repair,1
(By-the-Foot) 3AWG Yellow Stranded CU SIMpull THHN Wire,Electrical,Breaker Repair,electrical,breaker-repair,1
1/2 in EMT,Electrical,Breaker Repair,electrical,breaker-repair,1
1/2 in compression connectors (water tight),Electrical,Breaker Repair,electrical,breaker-repair,1
10 gage wire 1000ft,Electrical,Breaker Repair,electrical,breaker-repair,1
100 THHN-8-BLK,Electrical,Breaker Repair,electrical,breaker-repair,1
100 amp fuses,Electrical,Breaker Repair,electrical,breaker-repair,1
100 amp vac interrupter,Electrical,Breaker Repair,electrical,breaker-repair,1
100 ft Electrical Wire,Electrical,Breaker Repair,electrical,breaker-repair,2
100 ft hdmi cord,Electrical,Breaker Repair,electrical,breaker-repair,1
100 ft. 10 Gauge Red Stranded Copper THHN Wire,Electrical,Breaker Repair,electrical,breaker-repair,1
"100' 3/4"" EMT",Electrical,Breaker Repair,electrical,breaker-repair,1
100' THHN-8-WHT,Electrical,Breaker Repair,electrical,breaker-repair,1
12 gauge copper wire - 1 ft,Electrical,Breaker Repair,electrical,breaker-repair,1
12 gauge wire,Electrical,Breaker Repair,electrical,breaker-repair,3
12/2 Armor MC cable roll,Electrical,Breaker Repair,electrical,breaker-repair,1
12/2 MC,Electrical,Breaker Repair,electrical,breaker-repair,5
12/2 MC cable,Electrical,Breaker Repair,electrical,breaker-repair,2
12/3 x 250 ft. Solid CU MC (Metal Clad) Armorlite Cable,Electrical,Breaker Repair,electrical,breaker-repair,1
12/3 x 50 ft. Solid CU BX/AC (AL Armored Cable) Armorlite Cable,Electrical,Breaker Repair,electrical,breaker-repair,1
120v 20a critical circuit 300’+,Electrical,Breaker Repair,electrical,breaker-repair,1
120xwz timer,Electrical,Breaker Repair,electrical,breaker-repair,1
12awg,Electrical,Breaker Repair,electrical,breaker-repair,1
14 mc cable,Electrical,Breaker Repair,electrical,breaker-repair,1
14awg,Electrical,Breaker Repair,electrical,breaker-repair,2
"15-60 AMP 2-POLE, DOUBLE POLE BREAKER",Electrical,Breaker Repair,electrical,breaker-repair,1
15A 600v time delay fuse edison,Electrical,Breaker Repair,electrical,breaker-repair,1
2 THQB breakers 20amp,Electrical,Breaker Repair,electrical,breaker-repair,1
2 ea  20 amp breakers,Electrical,Breaker Repair,electrical,breaker-repair,1
2 stair stringers,Electrical,Breaker Repair,electrical,breaker-repair,1
20 Amp 2-Pole Circuit Breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20 Amp Breaker,Electrical,Breaker Repair,electrical,breaker-repair,9
20 amp Siemens snap in breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20 amp TR receptacle,Electrical,Breaker Repair,electrical,breaker-repair,1
20 amp bolt on breaker,Electrical,Breaker Repair,electrical,breaker-repair,2
20 amp gfci recept.,Electrical,Breaker Repair,electrical,breaker-repair,1
20 amp single pole breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
200 amp segment main load breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20A Square D QO Breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20A breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20Amp Square-D SQD EGB14020 Circuit Breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20amp Breaker,Electrical,Breaker Repair,electrical,breaker-repair,4
20amp Cooler breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
20amp breakers,Electrical,Breaker Repair,electrical,breaker-repair,1
220 amp breakers,Electrical,Breaker Repair,electrical,breaker-repair,1
220v outlet cannon,Electrical,Breaker Repair,electrical,breaker-repair,1
25 Amp BQ single pole bolt on breakers,Electrical,Breaker Repair,electrical,breaker-repair,1
277-480v wire and flex for protection,Electrical,Breaker Repair,electrical,breaker-repair,1
277v breaker panels,Electrical,Breaker Repair,electrical,breaker-repair,1
2x6 treated lumber,Electrical,Breaker Repair,electrical,breaker-repair,1
3 phase 45 amp breaker eatonton,Electrical,Breaker Repair,electrical,breaker-repair,1
3 phase breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
3 pole 60 amp breaker,Electrical,Breaker Repair,electrical,breaker-repair,2
3 pole volt on 50 amp breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
3/0 AWG Copper THHN,Electrical,Breaker Repair,electrical,breaker-repair,1
3/4 car flex,Electrical,Breaker Repair,electrical,breaker-repair,1
3/4 connectors,Electrical,Breaker Repair,electrical,breaker-repair,2
3/4 emt pipe,Electrical,Breaker Repair,electrical,breaker-repair,2
3/4 in. x 10 ft. EMT Conduit x 25,Electrical,Breaker Repair,electrical,breaker-repair,1
3/4 in. x 5 ft. Electrical Metallic Tubing (EMT)- Steel Conduit,Electrical,Breaker Repair,electrical,breaker-repair,1
3/4 straps,Electrical,Breaker Repair,electrical,breaker-repair,2
3/4 wp box,Electrical,Breaker Repair,electrical,breaker-repair,1
30 Amp 250-Volt 3-Wire Locking Single Outlet,Electrical,Breaker Repair,electrical,breaker-repair,1
30 Amp Three Pole Bolt-On Breaker (THQB32030),Electrical,Breaker Repair,electrical,breaker-repair,1
30 am breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
30 amp 2 pole breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
30 amp 2 pole no relay switch,Electrical,Breaker Repair,electrical,breaker-repair,1
30 amp 600v dual element time fuse,Electrical,Breaker Repair,electrical,breaker-repair,1
30 amp breaker,Electrical,Breaker Repair,electrical,breaker-repair,4
30 amp outlet,Electrical,Breaker Repair,electrical,breaker-repair,1
30 amp square d breaker 3p,Electrical,Breaker Repair,electrical,breaker-repair,1
350 ft 10-2 mc,Electrical,Breaker Repair,electrical,breaker-repair,1
3P 70A GE BREAKER,Electrical,Breaker Repair,electrical,breaker-repair,1
3P 90A 600V Rated CH Bolt-in Breakers,Electrical,Breaker Repair,electrical,breaker-repair,1
3ea New Surge Surpressors,Electrical,Breaker Repair,electrical,breaker-repair,1
3ph 200A breaker,Electrical,Breaker Repair,electrical,breaker-repair,1
4 half blank kos,Electrical,Breaker Repair,electrical,breaker-repair,1
4 pin LED exterior can light replacement bulbs,Electrical,Breaker Repair,electrical,breaker-repair,1
